Time,Temperature (C),Temperature (F),Humidity
7/7/2025 18:01,20.7,69.2,67.9
7/7/2025 18:02,20.6,69.2,68
7/7/2025 18:03,20.7,69.2,68.1
7/7/2025 18:04,20.6,69.2,68
7/7/2025 18:05,20.6,69.2,68
7/7/2025 18:06,20.7,69.2,68.1
7/7/2025 18:07,20.6,69,68
7/7/2025 18:08,20.6,69.2,68.1
7/7/2025 18:09,20.7,69.2,68.1
7/7/2025 18:10,20.6,69.2,68.1
7/7/2025 18:11,20.6,69.2,68.1
7/7/2025 18:12,20.6,69.2,68.1
7/7/2025 18:13,20.6,69.2,68.1
7/7/2025 18:14,20.7,69.2,68.1
7/7/2025 18:15,20.7,69.2,68.1
7/7/2025 18:16,20.6,69.1,68.1
7/7/2025 18:17,20.6,69.2,68.1
7/7/2025 18:18,20.6,69.1,68.1
7/7/2025 18:19,20.7,69.2,68.1
7/7/2025 18:20,20.7,69.2,68.1
7/7/2025 18:21,20.6,69.1,68.1
7/7/2025 18:22,20.6,69.2,68.2
7/7/2025 18:23,20.7,69.2,68.1
7/7/2025 18:24,20.6,69,68.2
7/7/2025 18:25,20.7,69.2,68.2
7/7/2025 18:26,20.7,69.2,68.2
7/7/2025 18:27,20.6,69.2,68.2
7/7/2025 18:28,20.6,69.2,68.3
7/7/2025 18:29,20.7,69.3,68.3
7/7/2025 18:30,20.7,69.2,68.3
7/7/2025 18:31,20.6,69.1,68.2
7/7/2025 18:32,20.7,69.2,68.2
7/7/2025 18:33,20.6,69.1,68.2
7/7/2025 18:34,20.6,69.2,68.3
7/7/2025 18:35,20.7,69.2,68.2
7/7/2025 18:36,20.7,69.2,68.1
7/7/2025 18:37,20.7,69.2,68.1
7/7/2025 18:38,20.7,69.2,68.1
7/7/2025 18:39,20.6,69.2,68
7/7/2025 18:40,20.7,69.2,68
7/7/2025 18:41,20.6,69.2,68.1
7/7/2025 18:42,20.6,69.2,68
7/7/2025 18:43,20.7,69.2,68
7/7/2025 18:44,20.6,69.1,68
7/7/2025 18:45,20.6,69.2,67.9
7/7/2025 18:46,20.7,69.2,67.9
7/7/2025 18:47,20.7,69.2,67.9
7/7/2025 18:48,20.6,69.1,67.9
7/7/2025 18:49,20.6,69.2,67.8
7/7/2025 18:50,20.6,69.2,67.8
7/7/2025 18:51,20.7,69.2,67.8
7/7/2025 18:52,20.7,69.2,67.8
7/7/2025 18:53,20.6,69.1,67.7
7/7/2025 18:54,20.7,69.2,67.7
7/7/2025 18:55,20.6,69.2,67.7
7/7/2025 18:56,20.6,69.1,67.6
7/7/2025 18:57,20.6,69.2,67.7
7/7/2025 18:58,20.6,69.1,67.6
7/7/2025 18:59,20.6,69.2,67.6
7/7/2025 19:00,20.6,69.2,67.6
7/7/2025 19:01,20.6,69.1,67.7
7/7/2025 19:02,20.6,69.1,67.6
7/7/2025 19:03,20.6,69.2,67.7
7/7/2025 19:04,20.6,69.1,67.6
7/7/2025 19:05,20.6,69.1,67.6
7/7/2025 19:06,20.6,69.1,67.5
7/7/2025 19:07,20.6,69.1,67.5
7/7/2025 19:08,20.6,69.1,67.5
7/7/2025 19:09,20.6,69,67.5
7/7/2025 19:10,20.6,69.1,67.5
7/7/2025 19:11,20.6,69.1,67.4
7/7/2025 19:12,20.6,69.2,67.4
7/7/2025 19:13,20.6,69.1,67.4
7/7/2025 19:14,20.6,69.1,67.4
7/7/2025 19:15,20.6,69.1,67.4
7/7/2025 19:16,20.6,69.1,67.4
7/7/2025 19:17,20.6,69.1,67.4
7/7/2025 19:18,20.6,69.1,67.4
7/7/2025 19:19,20.6,69.1,67.3
7/7/2025 19:20,20.6,69.2,67.4
7/7/2025 19:21,20.6,69.1,67.3
7/7/2025 19:22,20.6,69.1,67.3
7/7/2025 19:23,20.6,69.1,67.3
7/7/2025 19:24,20.6,69.1,67.3
7/7/2025 19:25,20.6,69.2,67.3
7/7/2025 19:26,20.6,69.1,67.2
7/7/2025 19:27,20.6,69.1,67.2
7/7/2025 19:28,20.6,69.1,67.2
7/7/2025 19:29,20.6,69.1,67.2
7/7/2025 19:30,20.6,69,67.2
7/7/2025 19:31,20.6,69,67.2
7/7/2025 19:32,20.6,69.1,67.2
7/7/2025 19:33,20.6,69.1,67.1
7/7/2025 19:34,20.6,69.1,67.2
7/7/2025 19:35,20.6,69.1,67.2
7/7/2025 19:36,20.6,69.1,67.2
7/7/2025 19:37,20.6,69,67.2
7/7/2025 19:38,20.6,69,67.1
7/7/2025 19:39,20.5,68.9,67.1
7/7/2025 19:40,20.5,69,67
7/7/2025 19:41,20.6,69,67.1
7/7/2025 19:42,20.6,69.1,67
7/7/2025 19:43,20.6,69,67
7/7/2025 19:44,20.6,69,67
7/7/2025 19:45,20.5,69,67.1
7/7/2025 19:46,20.6,69,67.1
7/7/2025 19:47,20.5,68.9,67.1
7/7/2025 19:48,20.5,69,67
7/7/2025 19:49,20.6,69.1,67
7/7/2025 19:50,20.5,68.9,67
7/7/2025 19:51,20.6,69.1,67
7/7/2025 19:52,20.6,69,66.9
7/7/2025 19:53,20.5,69,67
7/7/2025 19:54,20.5,69,67.1
7/7/2025 19:55,20.6,69,67.1
7/7/2025 19:56,20.6,69,67.2
7/7/2025 19:57,20.5,69,67.3
7/7/2025 19:58,20.6,69,67.6
7/7/2025 19:59,20.5,68.9,67.8
7/7/2025 20:00,20.5,69,68.1
7/7/2025 20:01,20.5,69,68.4
7/7/2025 20:02,20.5,69,68.6
7/7/2025 20:03,20.6,69,68.8
7/7/2025 20:04,20.6,69.1,69
7/7/2025 20:05,20.6,69.1,69.1
7/7/2025 20:06,20.6,69.1,69.3
7/7/2025 20:07,20.6,69.2,69.5
7/7/2025 20:08,20.6,69.1,69.5
7/7/2025 20:09,20.6,69.2,69.7
7/7/2025 20:10,20.7,69.2,69.8
7/7/2025 20:11,20.6,69.2,69.9
7/7/2025 20:12,20.7,69.2,70
7/7/2025 20:13,20.6,69.2,70.1
7/7/2025 20:14,20.7,69.2,70.1
7/7/2025 20:15,20.7,69.2,70.2
7/7/2025 20:16,20.7,69.2,70.2
7/7/2025 20:17,20.7,69.3,70.2
7/7/2025 20:18,20.7,69.3,70
7/7/2025 20:19,20.7,69.3,70
7/7/2025 20:20,20.7,69.2,69.9
7/7/2025 20:21,20.7,69.2,69.8
7/7/2025 20:22,20.8,69.3,69.7
7/7/2025 20:23,20.8,69.3,69.6
7/7/2025 20:24,20.8,69.3,69.4
7/7/2025 20:25,20.7,69.3,69.4
7/7/2025 20:26,20.7,69.3,69.4
7/7/2025 20:27,20.8,69.3,69.3
7/7/2025 20:28,20.7,69.3,69.2
7/7/2025 20:29,20.8,69.4,69.2
7/7/2025 20:30,20.7,69.3,69
7/7/2025 20:31,20.8,69.3,69
7/7/2025 20:32,20.8,69.3,68.9
7/7/2025 20:33,20.7,69.3,68.8
7/7/2025 20:34,20.7,69.3,68.8
7/7/2025 20:35,20.7,69.3,68.7
7/7/2025 20:36,20.7,69.3,68.7
7/7/2025 20:37,20.8,69.3,68.6
7/7/2025 20:38,20.7,69.2,68.6
7/7/2025 20:39,20.8,69.4,68.5
7/7/2025 20:40,20.8,69.4,68.4
7/7/2025 20:41,20.7,69.3,68.4
7/7/2025 20:42,20.8,69.4,68.2
7/7/2025 20:43,20.8,69.3,68.2
7/7/2025 20:44,20.7,69.3,68.1
7/7/2025 20:45,20.8,69.4,68.1
7/7/2025 20:46,20.7,69.3,68
7/7/2025 20:47,20.7,69.3,67.9
7/7/2025 20:48,20.7,69.3,67.9
7/7/2025 20:49,20.7,69.3,67.8
7/7/2025 20:50,20.8,69.3,67.8
7/7/2025 20:51,20.7,69.3,67.8
7/7/2025 20:52,20.7,69.3,67.7
7/7/2025 20:53,20.7,69.3,67.7
7/7/2025 20:54,20.7,69.3,67.7
7/7/2025 20:55,20.7,69.3,67.6
7/7/2025 20:56,20.7,69.2,67.6
7/7/2025 20:57,20.7,69.3,67.5
7/7/2025 20:58,20.8,69.3,67.4
7/7/2025 20:59,20.7,69.3,67.4
7/7/2025 21:00,20.8,69.3,67.4
7/7/2025 21:01,20.7,69.3,67.3
7/7/2025 21:02,20.7,69.2,67.3
7/7/2025 21:03,20.7,69.3,67.2
7/7/2025 21:04,20.7,69.3,67.1
7/7/2025 21:05,20.8,69.3,67.1
7/7/2025 21:06,20.7,69.3,67
7/7/2025 21:07,20.8,69.3,67.1
7/7/2025 21:08,20.7,69.2,66.9
7/7/2025 21:09,20.7,69.3,66.9
7/7/2025 21:10,20.7,69.3,66.9
7/7/2025 21:11,20.7,69.2,66.8
7/7/2025 21:12,20.7,69.2,66.7
7/7/2025 21:13,20.7,69.2,66.7
7/7/2025 21:14,20.7,69.3,66.6
7/7/2025 21:15,20.7,69.2,66.6
7/7/2025 21:16,20.6,69.2,66.5
7/7/2025 21:17,20.7,69.2,66.5
7/7/2025 21:18,20.6,69.2,66.4
7/7/2025 21:19,20.7,69.2,66.5
7/7/2025 21:20,20.7,69.2,66.4
7/7/2025 21:21,20.7,69.2,66.4
7/7/2025 21:22,20.6,69.2,66.4
7/7/2025 21:23,20.7,69.2,66.3
7/7/2025 21:24,20.7,69.2,66.3
7/7/2025 21:25,20.7,69.2,66.3
7/7/2025 21:26,20.7,69.2,66.2
7/7/2025 21:27,20.7,69.2,66.2
7/7/2025 21:28,20.6,69.1,66.2
7/7/2025 21:29,20.6,69.1,66.1
7/7/2025 21:30,20.6,69.1,66.1
7/7/2025 21:31,20.6,69.2,66.1
7/7/2025 21:32,20.6,69.1,65.9
7/7/2025 21:33,20.6,69.1,66
7/7/2025 21:34,20.6,69.1,66
7/7/2025 21:35,20.6,69.2,66
7/7/2025 21:36,20.6,69.1,65.9
7/7/2025 21:37,20.6,69.1,65.9
7/7/2025 21:38,20.6,69,65.8
7/7/2025 21:39,20.6,69.1,65.9
7/7/2025 21:40,20.6,69.1,65.8
7/7/2025 21:41,20.6,69,65.9
7/7/2025 21:42,20.6,69,65.9
7/7/2025 21:43,20.6,69,65.8
7/7/2025 21:44,20.6,69.1,65.8
7/7/2025 21:45,20.6,69.1,65.8
7/7/2025 21:46,20.5,69,65.8
7/7/2025 21:47,20.6,69,65.7
7/7/2025 21:48,20.5,69,65.7
7/7/2025 21:49,20.6,69,65.7
7/7/2025 21:50,20.6,69,65.7
7/7/2025 21:51,20.6,69.1,65.8
7/7/2025 21:52,20.6,69,65.7
7/7/2025 21:53,20.5,68.9,65.6
7/7/2025 21:54,20.5,68.9,65.6
7/7/2025 21:55,20.6,69,65.6
7/7/2025 21:56,20.5,69,65.6
7/7/2025 21:57,20.6,69,65.6
7/7/2025 21:58,20.5,69,65.6
7/7/2025 21:59,20.5,69,65.5
7/7/2025 22:00,20.5,68.9,65.5
7/7/2025 22:01,20.5,68.9,65.5
7/7/2025 22:02,20.5,68.9,65.5
7/7/2025 22:03,20.5,68.9,65.4
7/7/2025 22:04,20.5,69,65.4
7/7/2025 22:05,20.6,69,65.4
7/7/2025 22:06,20.5,68.9,65.3
7/7/2025 22:07,20.5,68.9,65.4
7/7/2025 22:08,20.5,68.9,65.3
7/7/2025 22:09,20.5,68.9,65.3
7/7/2025 22:10,20.5,68.9,65.3
7/7/2025 22:11,20.5,69,65.3
7/7/2025 22:12,20.5,68.9,65.2
7/7/2025 22:13,20.5,68.9,65.3
7/7/2025 22:14,20.5,68.9,65.3
7/7/2025 22:15,20.5,68.8,65.2
7/7/2025 22:16,20.5,68.9,65.2
7/7/2025 22:17,20.5,68.9,65.2
7/7/2025 22:18,20.5,68.9,65.2
7/7/2025 22:19,20.5,68.8,65.2
7/7/2025 22:20,20.5,68.8,65.2
7/7/2025 22:21,20.5,68.9,65.2
7/7/2025 22:22,20.5,68.8,65.2
7/7/2025 22:23,20.4,68.8,65.2
7/7/2025 22:24,20.5,68.8,65.2
7/7/2025 22:25,20.5,68.8,65.1
7/7/2025 22:26,20.5,68.8,65.1
7/7/2025 22:27,20.5,68.9,65.2
7/7/2025 22:28,20.5,68.9,65.1
7/7/2025 22:29,20.5,68.8,65.1
7/7/2025 22:30,20.4,68.8,65.1
7/7/2025 22:31,20.5,68.8,65
7/7/2025 22:32,20.5,68.9,65
7/7/2025 22:33,20.5,68.8,65
7/7/2025 22:34,20.5,68.9,65.1
7/7/2025 22:35,20.4,68.8,65.1
7/7/2025 22:36,20.5,68.9,65.1
7/7/2025 22:37,20.5,68.9,65.1
7/7/2025 22:38,20.4,68.8,65
7/7/2025 22:39,20.4,68.8,65
7/7/2025 22:40,20.5,68.8,64.9
7/7/2025 22:41,20.5,68.9,64.9
7/7/2025 22:42,20.4,68.8,64.9
7/7/2025 22:43,20.5,68.8,64.9
7/7/2025 22:44,20.4,68.8,65
7/7/2025 22:45,20.4,68.8,64.9
7/7/2025 22:46,20.4,68.8,64.9
7/7/2025 22:47,20.4,68.8,65
7/7/2025 22:48,20.5,68.8,65
7/7/2025 22:49,20.4,68.7,65
7/7/2025 22:50,20.4,68.8,65
7/7/2025 22:51,20.4,68.8,65.1
7/7/2025 22:52,20.4,68.8,65.1
7/7/2025 22:53,20.4,68.7,65.2
7/7/2025 22:54,20.4,68.7,65.1
7/7/2025 22:55,20.4,68.7,65.2
7/7/2025 22:56,20.4,68.8,65.2
7/7/2025 22:57,20.4,68.8,65.1
7/7/2025 22:58,20.4,68.8,65.2
7/7/2025 22:59,20.4,68.8,65.2
7/7/2025 23:00,20.4,68.7,65.2
7/7/2025 23:01,20.4,68.7,65.2
7/7/2025 23:02,20.4,68.8,65.2
7/7/2025 23:03,20.5,68.8,65.3
7/7/2025 23:04,20.4,68.8,65.3
7/7/2025 23:05,20.4,68.7,65.2
7/7/2025 23:06,20.4,68.7,65.2
7/7/2025 23:07,20.4,68.7,65.2
7/7/2025 23:08,20.5,68.8,65.3
7/7/2025 23:09,20.4,68.7,65.3
7/7/2025 23:10,20.4,68.7,65.3
7/7/2025 23:11,20.4,68.7,65.3
7/7/2025 23:12,20.4,68.8,65.3
7/7/2025 23:13,20.4,68.7,65.3
7/7/2025 23:14,20.4,68.7,65.3
7/7/2025 23:15,20.4,68.7,65.3
7/7/2025 23:16,20.4,68.7,65.3
7/7/2025 23:17,20.4,68.7,65.2
7/7/2025 23:18,20.4,68.7,65.3
7/7/2025 23:19,20.4,68.7,65.3
7/7/2025 23:20,20.4,68.6,65.3
7/7/2025 23:21,20.4,68.7,65.3
7/7/2025 23:22,20.4,68.8,65.3
7/7/2025 23:23,20.4,68.7,65.3
7/7/2025 23:24,20.4,68.8,65.2
7/7/2025 23:25,20.4,68.7,65.2
7/7/2025 23:26,20.4,68.8,65.2
7/7/2025 23:27,20.4,68.8,65.3
7/7/2025 23:28,20.4,68.7,65.2
7/7/2025 23:29,20.4,68.7,65.3
7/7/2025 23:30,20.4,68.7,65.3
7/7/2025 23:31,20.4,68.8,65.3
7/7/2025 23:32,20.4,68.7,65.3
7/7/2025 23:33,20.4,68.7,65.3
7/7/2025 23:34,20.4,68.7,65.2
7/7/2025 23:35,20.4,68.7,65.2
7/7/2025 23:36,20.4,68.7,65.2
7/7/2025 23:37,20.4,68.7,65.3
7/7/2025 23:38,20.3,68.6,65.3
7/7/2025 23:39,20.4,68.7,65.2
7/7/2025 23:40,20.4,68.7,65.2
7/7/2025 23:41,20.4,68.7,65.2
7/7/2025 23:42,20.4,68.8,65.2
7/7/2025 23:43,20.4,68.7,65.2
7/7/2025 23:44,20.4,68.7,65.2
7/7/2025 23:45,20.4,68.7,65.2
7/7/2025 23:46,20.4,68.7,65.2
7/7/2025 23:47,20.4,68.7,65.2
7/7/2025 23:48,20.4,68.7,65.1
7/7/2025 23:49,20.4,68.7,65.1
7/7/2025 23:50,20.4,68.7,65.2
7/7/2025 23:51,20.4,68.7,65
7/7/2025 23:52,20.4,68.7,65
7/7/2025 23:53,20.4,68.7,65.1
7/7/2025 23:54,20.4,68.8,65.2
7/7/2025 23:55,20.5,68.8,65.1
7/7/2025 23:56,20.4,68.7,65.1
7/7/2025 23:57,20.4,68.7,65.1
7/7/2025 23:58,20.4,68.7,65.1
7/7/2025 23:59,20.4,68.7,65.1
7/8/2025 0:00,20.4,68.7,65
7/8/2025 0:01,20.4,68.7,65
7/8/2025 0:02,20.4,68.8,65.1
7/8/2025 0:03,20.4,68.8,65
7/8/2025 0:04,20.4,68.7,65.1
7/8/2025 0:05,20.4,68.7,65
7/8/2025 0:06,20.4,68.7,65
7/8/2025 0:07,20.4,68.8,65
7/8/2025 0:08,20.4,68.7,65
7/8/2025 0:09,20.4,68.7,64.9
7/8/2025 0:10,20.4,68.7,64.9
7/8/2025 0:11,20.3,68.6,64.9
7/8/2025 0:12,20.4,68.8,64.9
7/8/2025 0:13,20.4,68.8,64.9
7/8/2025 0:14,20.4,68.7,64.9
7/8/2025 0:15,20.5,68.8,65
7/8/2025 0:16,20.4,68.8,64.8
7/8/2025 0:17,20.4,68.7,64.9
7/8/2025 0:18,20.4,68.7,64.8
7/8/2025 0:19,20.4,68.7,64.9
7/8/2025 0:20,20.4,68.7,64.9
7/8/2025 0:21,20.4,68.7,64.9
7/8/2025 0:22,20.4,68.7,64.8
7/8/2025 0:23,20.4,68.7,64.9
7/8/2025 0:24,20.4,68.7,64.9
7/8/2025 0:25,20.4,68.7,64.8
7/8/2025 0:26,20.4,68.7,64.8
7/8/2025 0:27,20.4,68.6,64.8
7/8/2025 0:28,20.4,68.6,64.8
7/8/2025 0:29,20.4,68.7,64.8
7/8/2025 0:30,20.4,68.6,64.8
7/8/2025 0:31,20.4,68.7,64.8
7/8/2025 0:32,20.4,68.7,64.8
7/8/2025 0:33,20.4,68.7,64.7
7/8/2025 0:34,20.4,68.7,64.7
7/8/2025 0:35,20.4,68.7,64.8
7/8/2025 0:36,20.4,68.7,64.8
7/8/2025 0:37,20.4,68.7,64.8
7/8/2025 0:38,20.4,68.7,64.8
7/8/2025 0:39,20.4,68.6,64.8
7/8/2025 0:40,20.4,68.7,64.8
7/8/2025 0:41,20.4,68.7,64.7
7/8/2025 0:42,20.4,68.7,64.7
7/8/2025 0:43,20.3,68.6,64.7
7/8/2025 0:44,20.4,68.7,64.7
7/8/2025 0:45,20.4,68.6,64.7
7/8/2025 0:46,20.4,68.8,64.8
7/8/2025 0:47,20.4,68.7,64.7
7/8/2025 0:48,20.4,68.7,64.7
7/8/2025 0:49,20.4,68.7,64.8
7/8/2025 0:50,20.4,68.7,64.7
7/8/2025 0:51,20.4,68.6,64.7
7/8/2025 0:52,20.4,68.7,64.8
7/8/2025 0:53,20.4,68.7,64.8
